,Position,Company,Location,Job URL,Job Description,Skills
1936,Junior Data Scientist,Marktine Technology Solutions,Jaipur,"https://www.glassdoor.co.in/job-listing/junior-data-scientist-marktine-technology-solutions-JV_IC2942216_KO0,21_KE22,51.htm?jl=1009363307814","As a Data Scientist, you will be responsible for leveraging your expertise in Python scripting, SQL, and machine learning algorithms to derive actionable…&hellip;","TensorFlow, Azure, Software deployment, SQL, Machine learning"
1937,Junior Data Scientist(Mentor),Innomatics Research Labs,India,"https://www.glassdoor.co.in/job-listing/junior-data-scientist-mentor-innomatics-research-labs-JV_KO0,28_KE29,53.htm?jl=1009684908988","Experience using *business intelligence tools* (e.g., Power bi) and *web frameworks *(e.g., Flask). Strong *analytical mindset* and *business acumen*.&hellip;","Power BI, Tableau, Machine learning, Deep learning, Natural language processing"
1938,Junior Data Scientist,Beckman Coulter Life Sciences,Bengaluru,"https://www.glassdoor.co.in/job-listing/junior-data-scientist-beckman-coulter-life-sciences-JV_IC2940587_KO0,21_KE22,51.htm?jl=1009694322957","Data Integration: Clean, prepare and transform raw data to make it suitable for analysis, ensuring data quality and reliability, working with data engineers.&hellip;","Jira, Power BI, Azure, Oracle, Kanban"
1939,Junior Data Scientist,DAZN,Hyderābād,"https://www.glassdoor.co.in/job-listing/junior-data-scientist-dazn-JV_IC2865319_KO0,21_KE22,26.htm?jl=1009678431766","The ideal candidate will have hands-on experience with modern AI frameworks and libraries, a proven ability to design, develop, and deploy scalable ML solutions…&hellip;","TensorFlow, CI/CD, AWS, Machine learning, Continuous integration"
1940,Junior Data Scientist | AGR Knowledge Services Pvt Ltd,Avalon Global Research,Mumbai,"https://www.glassdoor.co.in/job-listing/junior-data-scientist-agr-knowledge-services-pvt-ltd-avalon-global-research-JV_IC2851180_KO0,52_KE53,75.htm?jl=1009572943556","Write clean, efficient, and production-ready Python code for scalable AI solutions. Manipulate and preprocess structured and unstructured data to prepare…&hellip;","Azure, AWS, Docker, Natural language processing, AI"
1941,Jr Data Scientist,Veracity Software,India,"https://www.glassdoor.co.in/job-listing/jr-data-scientist-veracity-software-JV_KO0,17_KE18,35.htm?jl=1009433958939","In this role, you will support all phases of analytic work product development, from the identification of key business questions, through data collection, from…&hellip;","SAS, R, Machine learning, Python"
1942,Data Scientist,Cognite,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-cognite-JV_IC2940587_KO0,14_KE15,22.htm?jl=1009421625838","The data science team at Cognite is responsible for understanding our customers’ business goals and challenges, scoping and building solutions to address these,…&hellip;","Power BI, Oil & gas, Git, Tableau, Quality assurance"
1943,Data Scientist-Cross Sell / Churn Analytics,UPL ltd,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-cross-sell-churn-analytics-upl-ltd-JV_IC2940587_KO0,41_KE42,49.htm?jl=1009699472968","Contribute to knowledge building and sharing by researching best practices, documenting solutions, and continuously iterating on new ways to solve problems.&hellip;","R, Machine learning, Scala, Agile, Data science"
1944,Data Scientist 4,Amadeus,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-4-amadeus-JV_IC2940587_KO0,16_KE17,24.htm?jl=1009696722750",Implement data analysis algorithms on a large scale working closely with data engineering members. Transform data into insights to identify & quantify business…&hellip;,Machine learning
1945,Data Scientist -I,Meesho,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-i-meesho-JV_IC2940587_KO0,16_KE17,23.htm?jl=1009573322444","Many other benefits such as salary advance support, relocation assistance, and flexible benefits plans further enrich the Meesho employee experience.&hellip;","Statistics, Big data, Spark, R, SQL"
1946,Data Scientist,Syngenta Group,Pune,"https://www.glassdoor.co.in/job-listing/data-scientist-syngenta-group-JV_IC2856202_KO0,14_KE15,29.htm?jl=1009696633365","Be integral part of the P&S Data Science team that applies technical expertise in data management, data science, machine learning, artificial intelligence, and…&hellip;","TensorFlow, Azure, Data mining, Node.js, React"
1947,Data Scientist,Airbus India Private Limited,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-airbus-india-private-limited-JV_IC2940587_KO0,14_KE15,43.htm?jl=1009613526687",Collaborate with cross-functional teams to identify business challenges and formulate data-driven solutions that address key aviation industry problems.&hellip;,"Data mining, Big data, Spark, R, Java"
1948,Data Scientist Immediate,Nevina Infotech,Ahmedabad,"https://www.glassdoor.co.in/job-listing/data-scientist-immediate-nevina-infotech-JV_IC2935226_KO0,24_KE25,40.htm?jl=1009693622514",Represent data-driven outcomes in an intuitive and meaningful manner for stakeholders. Mentor and provide technical guidance to junior data scientists and…&hellip;,"Media buying, Power BI, Data structures, Tableau, SQL"
1949,Data Scientist,Ducker Carlisle,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-ducker-carlisle-JV_IC2940587_KO0,14_KE15,30.htm?jl=1009480734254",Authoring client presentations and other deliverables. Analyzing structured and unstructured data collected using different methodologies.&hellip;,"Microsoft Powerpoint, Power BI, Microsoft Excel, Azure, R"
1950,Data Scientist II,Meesho,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-ii-meesho-JV_IC2940587_KO0,17_KE18,24.htm?jl=1009573322357","Many other benefits such as salary advance support, relocation assistance, and flexible benefits plans further enrich the Meesho employee experience.&hellip;","Statistics, Big data, Spark, R, SQL"
1951,Data Scientist-Gen AI,Infosys Limited,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-gen-ai-infosys-limited-JV_IC2940587_KO0,21_KE22,37.htm?jl=1009684821055",Data collection profiling EDA data preparation. AI domains NLP speech computer vision structured data. Anchor ML development track in a client project.&hellip;,"Image processing, Azure, Software deployment, R, SQL"
1952,Data Scientist,GE Aerospace,Bengaluru,"https://www.glassdoor.co.in/job-listing/data-scientist-ge-aerospace-JV_IC2940587_KO0,14_KE15,27.htm?jl=1009681659126","Mentor and guide junior data scientists and engineers in best practices for NLP and machine learning. In this role, you will contribute to the development and…&hellip;","TensorFlow, Azure, Big data, Software deployment, Spark"
1953,Data Scientist,AlfaLabs Technologies,Hyderābād,"https://www.glassdoor.co.in/job-listing/data-scientist-alfalabs-technologies-JV_IC2865319_KO0,14_KE15,36.htm?jl=1009668409783",Collaborate with cross-functional teams to understand business requirements and translate them into technical solutions. Generative AI: 3 years (Preferred).&hellip;,"Azure, AWS, Machine learning, Deep learning, Natural language processing"
1954,Junior ML Engineer,ThoughtFocus,Bengaluru,"https://www.glassdoor.co.in/job-listing/junior-ml-engineer-thoughtfocus-JV_IC2940587_KO0,18_KE19,31.htm?jl=1009689718878","In this role, you will be responsible for designing, developing, and deploying machine learning models that drive impactful business solutions.&hellip;","TensorFlow, CI/CD, Azure, Big data, Spark"
1955,Data Scientist I,AGCO,Pune,"https://www.glassdoor.co.in/job-listing/data-scientist-i-agco-JV_IC2856202_KO0,16_KE17,21.htm?jl=1009667667991",Methodology Selection: Determine the most appropriate AI/ML techniques for addressing different classes of business problems and assess the feasibility of…&hellip;,"TensorFlow, Statistics, Data mining, Relational databases, Big data"
1956,Data Scientist,ChicMic Studios,Mohali,"https://www.glassdoor.co.in/job-listing/data-scientist-chicmic-studios-JV_IC4469455_KO0,14_KE15,30.htm?jl=1009695011459",Collaborate with cross-functional teams to drive data-driven solutions. Work with structured and unstructured data to extract meaningful insights.&hellip;,"Data analysis skills, SQL, Analysis skills, Machine learning, Natural language processing"
1957,Lead Software Engineer,Atlas Copco (India) Private Ltd.,Pune,"https://www.glassdoor.co.in/job-listing/lead-software-engineer-atlas-copco-india-private-ltd-JV_IC2856202_KO0,22_KE23,52.htm?jl=1009688823299","NET Full Stack Developer, you play a pivotal role in both the frontend and backend aspects of web development using the . NET and SQL development is essential.&hellip;","Jira, CI/CD, SSO, Azure, MVC"
1958,Lead - ML Engineering,S&P Global,Hyderābād,"https://www.glassdoor.co.in/job-listing/lead-ml-engineering-sp-global-JV_IC2865319_KO0,19_KE20,29.htm?jl=1009658754440","As a Lead Machine Learning Engineer in the Document Platforms and AI Team, you will play a key role in building next-generation data extraction tools working on…&hellip;","CI/CD, Image processing, Azure, Kubernetes, Big data"
1959,Principal Software Engineer,Optum,Gurgaon,"https://www.glassdoor.co.in/job-listing/principal-software-engineer-optum-JV_IC2921225_KO0,27_KE28,33.htm?jl=1009695398292","Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…&hellip;","CI/CD, Azure, DevOps, NoSQL, Java"
1960,Senior Software Engineer Test,Mastercard,Pune,"https://www.glassdoor.co.in/job-listing/senior-software-engineer-test-mastercard-JV_IC2856202_KO0,29_KE30,40.htm?jl=1009634158751",We are seeking a talented Sr. Software Development Engineer in Test to lead the design and test automation strategy for your SCRUM team to validate application…&hellip;,"CI/CD, DevOps, Test automation, Information security, Project management"
1961,"Lead Software Engineer, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/lead-software-engineer-itc-nike-JV_KO0,26_KE27,31.htm?jl=1009649296922","As our Lead Software Engineer, you will play an integral role in developing an innovative and highly scalable platform that refers to a broad range of processes…&hellip;","CI/CD, JUnit, Relational databases, DevOps, MongoDB"
1962,Software Engineering Lead - .net .C# + Azure,Optum,Hyderābād,"https://www.glassdoor.co.in/job-listing/software-engineering-lead-net-c-azure-optum-JV_IC2865319_KO0,37_KE38,43.htm?jl=1009699002437","Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…&hellip;","CI/CD, ASP.NET, Azure, DevOps, C#"
1963,Senior enterprise technology engineer,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/senior-enterprise-technology-engineer-bp-energy-JV_IC2856202_KO0,37_KE38,47.htm?jl=1009689438890","As a Senior Enterprise Technology Engineer (SAP S/4 HANA FICO Group Reporting Subject Matter Expert) you will play a critical role in leading the design,…&hellip;","SAP, IFRS, SOX, Project management, Data management"
1964,"Data Engineering Consultant - Databricks, Spark, Azure",Optum,Noida,"https://www.glassdoor.co.in/job-listing/data-engineering-consultant-databricks-spark-azure-optum-JV_IC4477468_KO0,50_KE51,56.htm?jl=1009663831239","Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…&hellip;","CI/CD, Azure, Big data, DevOps, Spark"
1965,"Lead Software Engineer, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/lead-software-engineer-itc-nike-JV_KO0,26_KE27,31.htm?jl=1009686324520","As a Lead Engineer you will report to an Engineering Manager and collaborate closely with a Principal Engineer, Product Manager and cross functional teams along…&hellip;","CI/CD, Kubernetes, Java, Microservices, AWS"
1966,Associate Software Engineering Manager,Optum,Gurgaon,"https://www.glassdoor.co.in/job-listing/associate-software-engineering-manager-optum-JV_IC2921225_KO0,38_KE39,44.htm?jl=1009662096441","Deep understanding of software engineering and processes: design patterns, algorithms, data structures, schemas and queries, system design, unit testing, code…&hellip;","CI/CD, Azure, Node.js, React, Kubernetes"
1967,Service Engineer,BP Energy,Mumbai,"https://www.glassdoor.co.in/job-listing/service-engineer-bp-energy-JV_IC2851180_KO0,16_KE17,26.htm?jl=1009451011610","This role is responsible to work closely with business users understand business requirements, eliciting, defining, coordinate with vendor and to ensure that I…&hellip;","Jira, Azure, JD Edwards, Oracle, XML"
1968,Global IT Platform Engineer Director & Chapter Lead,Boston Consulting Group,Gurgaon,"https://www.glassdoor.co.in/job-listing/global-it-platform-engineer-director-chapter-lead-boston-consulting-group-JV_IC2921225_KO0,49_KE50,73.htm?jl=1009680470347","Influence platform strategy by working with the TAL, other Chapter Leads and the CG PowerPlatform CoE , ensuring that technical decisions align with business…&hellip;","CI/CD, Azure, DevOps, Spark, AWS"
1969,Senior solution architect,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/senior-solution-architect-bp-energy-JV_IC2856202_KO0,25_KE26,35.htm?jl=1009693501701","Individuals with an accessibility need may request an adjustment/accommodation related to bp’s recruiting process (e.g., accessing the job application,…&hellip;","CI/CD, Azure, Cloud architecture, Ansible, SAP HANA"
1970,Performance Analyst - TSI,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/performance-analyst-tsi-bp-energy-JV_IC2856202_KO0,23_KE24,33.htm?jl=1009698891111",Manage daily triage of IRIS tickets and ensure all incoming support requests received within ServiceNow ticketing system are categorized appropriately and…&hellip;,"Power BI, SAP, DevOps, Oil & gas, Analysis skills"
1971,MES Senior Full stack engineer,Sanofi EU,Hyderābād,"https://www.glassdoor.co.in/job-listing/mes-senior-full-stack-engineer-sanofi-eu-JV_IC2865319_KO0,30_KE31,40.htm?jl=1009690320305","The Manufacturing Execution System (MES) Senior Full stack engineer drives the design, build and lifecycle of global end to end MES solutions (addition of…&hellip;","Crystal Reports, Power BI, Azure, Oracle, Management"
1972,DevOps Engineer - VivaOps,InOrg Global,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-vivaops-inorg-global-JV_KO0,23_KE24,36.htm?jl=1009588005825","Our deep expertise in GitLab enables clients to unlock the full potential of their development pipelines, driving efficiency, innovation, and competitive…&hellip;","CI/CD, Cloud infrastructure, Azure, Software deployment, DevOps"
1973,Devops(Ubuntu) Engineer,Capgemini Engineering,Bengaluru,"https://www.glassdoor.co.in/job-listing/devops-ubuntu-engineer-capgemini-engineering-JV_IC2940587_KO0,22_KE23,44.htm?jl=1009695391421","Able to act as a key contributor in a complex environment, lead the activities of a team for software design and software development.&hellip;","Research, Administrative experience, Ubuntu, Research & development, Communication skills"
1974,DevOps Engineer,the COOL company,India,"https://www.glassdoor.co.in/job-listing/devops-engineer-the-cool-company-JV_KO0,15_KE16,32.htm?jl=1009697946189","Beyond the tangible ROI from working with Insticator, the first-party data collected puts publishers back in the driver's seat, to better understand audience…&hellip;","CI/CD, Azure, Kubernetes, Ansible, Software deployment"
1975,DevOps Engineer,Wipro Limited,Bengaluru,"https://www.glassdoor.co.in/job-listing/devops-engineer-wipro-limited-JV_IC2940587_KO0,15_KE16,29.htm?jl=1009699248428",Build and engineer the DevOps tool as per the customization suggested by the client. Provide customer support/ service on the DevOps tools.&hellip;,"CI/CD, DevOps, Continuous integration"
1976,DevOps Engineer,MNJ Software,Remote,"https://www.glassdoor.co.in/job-listing/devops-engineer-mnj-software-JV_KO0,15_KE16,28.htm?jl=1007738788921",Employees are required to have flexibility to work any of our 9-hour shift schedules during our normal business hours of (6am - 10pm IST) or (6pm to 6am IST).&hellip;,"Cloud infrastructure, Software troubleshooting, DevOps, English, Windows"
1977,DevOps Engineer,NOKIA,India,"https://www.glassdoor.co.in/job-listing/devops-engineer-nokia-JV_KO0,15_KE16,21.htm?jl=1009688803180","With the skills in cloud platforms such as AWS, Azure, and Google Cloud, and skilled in cloud infrastructure as code, containerization, and automation tools,…&hellip;","Cloud infrastructure, Azure, Kubernetes, Encryption, Google Cloud Platform"
1978,Consultant | DevOps Engineer,amdocs,Pune,"https://www.glassdoor.co.in/job-listing/consultant-devops-engineer-amdocs-JV_IC2856202_KO0,26_KE27,33.htm?jl=1009692412297",The Migration Consultant will work as part of a wider team and will be accountable for their own time and ensuring that they are organised and able to analyse…&hellip;,"Microsoft Powerpoint, Azure, Operating systems, DevOps, Windows"
1979,DevOps Engineer,Barclays,Pune,"https://www.glassdoor.co.in/job-listing/devops-engineer-barclays-JV_IC2856202_KO0,15_KE16,24.htm?jl=1009699912696","OR for an individual contributor, they develop technical expertise in work area, acting as an advisor where appropriate.&hellip;","CI/CD, Kubernetes, DevOps, Git, Java"
1980,DevOps Engineer (Digital),Luxoft,Bengaluru,"https://www.glassdoor.co.in/job-listing/devops-engineer-digital-luxoft-JV_IC2940587_KO0,23_KE24,30.htm?jl=1009698113665","Using data-driven decision-making to optimize costs, efficiency, and long-term value for the bank. Providing insights to refine policies, best practices, and…&hellip;","CI/CD, System administration, Kubernetes, DevOps, Git"
1981,DevOps Engineer,Comprinno Technologies Pvt. Ltd.,Pune,"https://www.glassdoor.co.in/job-listing/devops-engineer-comprinno-technologies-pvt-ltd-JV_IC2856202_KO0,15_KE16,46.htm?jl=1009683322728","Tech graduate, minimum with relevant experience of 2 to 3 years on AWS, GCP or Azure Cloud. Working with software developers and software engineers to ensure…&hellip;","Jira, CI/CD, Elasticsearch, Cloud infrastructure, Azure"
1982,DevOps Engineer,Helius Technologies,India,"https://www.glassdoor.co.in/job-listing/devops-engineer-helius-technologies-JV_KO0,15_KE16,35.htm?jl=1008001727686",You have an extensive experience with K8s ecosystem. You establish best practices for security and roles in AWS. Mac laptop and external monitor.&hellip;,"CI/CD, Go, English, AWS, Terraform"
1983,Senior Engineer Lead – DevOps/CloudOps,Dicetek LLC,Remote,"https://www.glassdoor.co.in/job-listing/senior-engineer-lead-devops-cloudops-dicetek-llc-JV_KO0,36_KE37,48.htm?jl=1009585561587","He/She will be working to cross and merge the barriers that exist between software development, testing, and operations teams, and keep existing networks in…&hellip;","CI/CD, System administration, Kubernetes, Ansible, DevOps"
1984,Associate Lead DevOps Engineer,Ouro,Noida,"https://www.glassdoor.co.in/job-listing/associate-lead-devops-engineer-ouro-JV_IC4477468_KO0,30_KE31,35.htm?jl=1009694290458","Ouro's flagship product Netspend provides prepaid and debit account solutions that connect customers with secure, convenient access to global payment networks…&hellip;","CI/CD, Azure, Kubernetes, Ansible, DevOps"
1985,DevOps Engineer,Aexonic Technologies,India,"https://www.glassdoor.co.in/job-listing/devops-engineer-aexonic-technologies-JV_KO0,15_KE16,36.htm?jl=1005900893482","Prior experience in managing basic web-based applications on cloud platforms such as AWS, Azure & Google Cloud is an added advantage.&hellip;","Azure, Kubernetes, Ansible, Software deployment, Load balancing"
1986,DevOps Engineer,Five Exceptions Software Solutions Pvt Ltd,India,"https://www.glassdoor.co.in/job-listing/devops-engineer-five-exceptions-software-solutions-pvt-ltd-JV_KO0,15_KE16,58.htm?jl=1009699802224","In this role, you will collaborate closely with the *Technical Lead* to design and implement scalable, efficient cloud infrastructure.&hellip;","CI/CD, Cloud infrastructure, Kubernetes, Software deployment, DevOps"
1987,Principal I O Engineer,Optum,Noida,"https://www.glassdoor.co.in/job-listing/principal-io-engineer-optum-JV_IC4477468_KO0,21_KE22,27.htm?jl=1009662096424","Comply with the terms and conditions of the employment contract, company policies and procedures, and any and all directives (such as, but not limited to,…&hellip;","Data center experience, Azure, Firewall, AWS, Virtualization"
1988,Senior Architect,The firm Architects & Project Management Consultants,Chandigarh,"https://www.glassdoor.co.in/job-listing/senior-architect-the-firm-architects-project-management-consultants-JV_IC2879615_KO0,16_KE17,67.htm?jl=1009689893448",Lead and architectural projects from conception with principal architect to completion. Provide innovative design solutions and technical expertise.&hellip;,"AutoCAD, CAD, SolidWorks, Construction, Communication skills"
1989,"Principal Architect, Banking & Insurance, Platinion",Boston Consulting Group,Gurgaon,"https://www.glassdoor.co.in/job-listing/principal-architect-banking-insurance-platinion-boston-consulting-group-JV_IC2921225_KO0,47_KE48,71.htm?jl=1009568172046",Manage engineering best practices for ‘Build’ solutions. Develop an implementation roadmap with milestones and cost-benefit analysis for each initiative.&hellip;,"Cloud infrastructure, Azure, Cloud architecture, DevOps, Spark"
1990,"Principal Software Engineer - Cloud Engineering, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/principal-software-engineer-cloud-engineering-itc-nike-JV_KO0,49_KE50,54.htm?jl=1009676991741","You’ll be working on building products and solutions for managing and governing Nike’s multi cloud ecosystem , you will be one of the primary technical leaders…&hellip;","Cloud infrastructure, Azure, Go, Cloud architecture, CSS"
1991,"Manager Software Engineering, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/manager-software-engineering-itc-nike-JV_KO0,32_KE33,37.htm?jl=1009644218732",Must excel working in team-oriented roles that rely on ability to collaborate with others. Extensive background in working with business partners.&hellip;,"CI/CD, Elasticsearch, Cloud infrastructure, Cloud architecture, Microservices"
1992,Associate Principal Engineer - Frontend Development,Aristocrat,Noida,"https://www.glassdoor.co.in/job-listing/associate-principal-engineer-frontend-development-aristocrat-JV_IC4477468_KO0,49_KE50,60.htm?jl=1009642017180",Leading the development team and ensuring that they follow industry-standard best practices. Prior experience in the mobile/web gaming industry is a plus.&hellip;,"Node.js, Kanban, Git, Google Cloud Platform, Java"
1993,"Senior Manager Software Engineering, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/senior-manager-software-engineering-itc-nike-JV_KO0,39_KE40,44.htm?jl=1009644218736","If this is you, you’ll be working on the Consumer Product Innovation team and be one of the primary technical leaders on one of Nike’s emerging technology…&hellip;","Elasticsearch, Azure, Node.js, CSS, React"
1994,"Lead Software Engineer, ITC",NIKE,Karnataka,"https://www.glassdoor.co.in/job-listing/lead-software-engineer-itc-nike-JV_KO0,26_KE27,31.htm?jl=1009686324520","As a Lead Engineer you will report to an Engineering Manager and collaborate closely with a Principal Engineer, Product Manager and cross functional teams along…&hellip;","CI/CD, Kubernetes, Java, Microservices, AWS"
1995,Senior enterprise technology engineer,BP Energy,Pune,"https://www.glassdoor.co.in/job-listing/senior-enterprise-technology-engineer-bp-energy-JV_IC2856202_KO0,37_KE38,47.htm?jl=1009687779027","Configuration management and release - The lifecycle planning, control and management of the assets of an organization (such as documentation, software and…&hellip;","Authentication, Azure, Go, Internet of things, Project planning"
1996,Junior Architect,Himalaya Infra,Nāgpur,"https://www.glassdoor.co.in/job-listing/junior-architect-himalaya-infra-JV_IC2951950_KO0,16_KE17,31.htm?jl=1005680304813","His primary responsibility would be to co-ordinate with our principal architect, landscape architects, interior designers, project managers and site engineers.&hellip;",No skills listed
1997,Principal Architect,Larsen & Toubro,Patna Rural,"https://www.glassdoor.co.in/job-listing/principal-architect-larsen-toubro-JV_IC5010576_KO0,19_KE20,33.htm?jl=1009688903836",Candidate must have proven working experience of 8 years as an Architect. Visual awareness and an eye for detail. Strong portfolio to prove artistic skills.&hellip;,"Adobe Photoshop, Project management, Sketchup, Construction, Communication skills"
1998,Microsoft SQL Server Database Analyst,Facet Interactive,Remote,"https://www.glassdoor.co.in/job-listing/microsoft-sql-server-database-analyst-facet-interactive-JV_KO0,37_KE38,55.htm?jl=1009677626070",90% Standardization of SQL Server and Power BI Deployment Operations across all client and internal projects within 3 months. What is your experience with ERPs?&hellip;,"CI/CD, Power BI, Sage, Data modeling, React"
1999,Principal Software Engineer,Mastercard,Pune,"https://www.glassdoor.co.in/job-listing/principal-software-engineer-mastercard-JV_IC2856202_KO0,27_KE28,38.htm?jl=1009554266935","All activities involving access to Mastercard assets, information, and networks comes with an inherent risk to the organization and, therefore, it is expected…&hellip;","CI/CD, MVC, Multilingual, Kanban, Software deployment"
2000,"Software,Principal Architect",Schneider Electric,Bengaluru,"https://www.glassdoor.co.in/job-listing/software-principal-architect-schneider-electric-JV_IC2940587_KO0,28_KE29,47.htm?jl=1009695515893","Participate and Voice of Customer sessions to help deliver optimized software solutions, user-centric design and address any concerns.&hellip;","Azure, Big data, System design, Google Cloud Platform, AWS"
2001,Principal Software Architect,GROWTH99,Maharashtra,"https://www.glassdoor.co.in/job-listing/principal-software-architect-growth99-JV_KO0,28_KE29,37.htm?jl=1009673556459","We are looking for a highly skilled principal software architect to define, design, and implement scalable, high-performance solutions.&hellip;","Cloud infrastructure, Cloud architecture, CSS, Java, Microservices"
2002,Principal Architect,Rite Software Solutions & Services (IN),India,"https://www.glassdoor.co.in/job-listing/principal-architect-rite-software-solutions-services-in-JV_KO0,19_KE20,55.htm?jl=1008311345929","About Us Founded in 2006, Rite Software is a global IT consulting company headquartered in Houston, Texas. Rite Software delivers strategic IT solutions for…&hellip;",Cloud infrastructure
2003,Principal Architect - Consumer Banking,JPMorganChase,Hyderābād,"https://www.glassdoor.co.in/job-listing/principal-architect-consumer-banking-jpmorganchase-JV_IC2865319_KO0,36_KE37,50.htm?jl=1009688748284",Experience designing and/or delivering cloud based solutions to solve complex business problems. We’re proud to lead the U.S. in credit card sales and deposit…&hellip;,"System design, Application development, Machine learning, AI, Software architecture"
2004,Principal Enterprise Architect,Finastra USA Corporation,Bengaluru,"https://www.glassdoor.co.in/job-listing/principal-enterprise-architect-finastra-usa-corporation-JV_IC2940587_KO0,30_KE31,55.htm?jl=1009597215385","Strong understanding of business processes and business functions, aligning them with enterprise design and planning standards.&hellip;","Cloud architecture, Enterprise architecture, Presentation skills, Banking, Software architecture"
2005,Principal Lead,Target Integration,Remote,"https://www.glassdoor.co.in/job-listing/principal-lead-target-integration-JV_KO0,14_KE15,33.htm?jl=1009668723305","As a core member of the leadership team, you will architect and implement advanced solutions, oversee seamless target integrations, and establish a cutting-edge…&hellip;","CRM software, Internet of things, Project management, Machine learning, Software development"
2006,Junior Architect,Tharakans Group,India,"https://www.glassdoor.co.in/job-listing/junior-architect-tharakans-group-JV_KO0,16_KE17,32.htm?jl=1009693592955","Tharakans Group, a reputed real estate company based in bangalore is looking for a junior architect with a minimum experience of 2 years who would be able to…&hellip;","AutoCAD, Revit, Project management, Sketchup, Drafting"
2007,Business Analyst - L4,Wipro Limited,Chennai,"https://www.glassdoor.co.in/job-listing/business-analyst-l4-wipro-limited-JV_IC2833209_KO0,19_KE20,33.htm?jl=1009691577708",The purpose of the role is to liaison and bridging the gap between customer and Wipro delivery team to comprehend and analyze customer requirements and…&hellip;,No skills listed
2008,Senior Principal Software Architect,"Deltek, Inc.",Remote,"https://www.glassdoor.co.in/job-listing/senior-principal-software-architect-deltek-inc-JV_KO0,35_KE36,46.htm?jl=1009537347444",The Deltek Engineering and Technology team builds best-in-class solutions to delight customers and meet their business needs.&hellip;,"Oracle, Relational databases, Visual Studio, C#, Microsoft SQL Server"
2009,Principal Architect,Integgral Corporate Services,Mohali,"https://www.glassdoor.co.in/job-listing/principal-architect-integgral-corporate-services-JV_IC4469455_KO0,19_KE20,48.htm?jl=1009690669816","Oversee and guide design teams to develop creative and practical solutions in line with client and regulatory requirements. Job Types: Full-time, Permanent.&hellip;","AutoCAD, Revit, Project management, Sketchup, Communication skills"
2010,Architect (ATC),Virtusa,Pune,"https://www.glassdoor.co.in/job-listing/architect-atc-virtusa-JV_IC2856202_KO0,13_KE14,21.htm?jl=1009673291404","Develops software solutions by studying information needs, conferring with users and various teams, studying systems flow, data usage, and work processes…&hellip;","Jira, Software troubleshooting, React, DevOps, Git"
2011,"Principal Engineer, Nodejs",Nagarro,Remote,"https://www.glassdoor.co.in/job-listing/principal-engineer-nodejs-nagarro-JV_KO0,25_KE26,33.htm?jl=1009682293393",Coming up with solutions to any issue that is raised during code/design review and being able to justify the decision taken.&hellip;,"CI/CD, Azure, Node.js, Atlassian Bamboo, Kubernetes"
2012,Principal Architect,Infinite Computer Solutions Ltd.,Chennai,"https://www.glassdoor.co.in/job-listing/principal-architect-infinite-computer-solutions-ltd-JV_IC2833209_KO0,19_KE20,51.htm?jl=1009686181477",Coordinate with stakeholders to ensure the architect solutions meet business needs. Application Architect responsibilities include designing and building…&hellip;,No skills listed
2013,Principal Architect - DWP,Microland,Bengaluru,"https://www.glassdoor.co.in/job-listing/principal-architect-dwp-microland-JV_IC2940587_KO0,23_KE24,33.htm?jl=1009480955676",For Digital Workplace Opportunities Develop & manage the Business pipeline to achieve sufficient Funnel Adequacy through regular connects with the Geo Sales…&hellip;,SCCM
2014,Principal Specialist - ERPNext System Implementation,Udhyam Learning Foundation,Remote,"https://www.glassdoor.co.in/job-listing/principal-specialist-erpnext-system-implementation-udhyam-learning-foundation-JV_KO0,50_KE51,77.htm?jl=1009684715335",Udhyam is looking for an experienced ERPNext System Architect to lead the deployment and optimization of ERPNext within our organization.&hellip;,"Software deployment, Analysis skills, Project management, System testing, Accounting"
2015,"Principal, Architecture",Cargill,Bengaluru,"https://www.glassdoor.co.in/job-listing/principal-architecture-cargill-JV_IC2940587_KO0,22_KE23,30.htm?jl=1009695521518","Ability to analyze industry trends, business opportunities, and articulate long-term visions; excellent analytical and problem-solving skills.&hellip;","EDI, Enterprise architecture, Software development, Informatica"
